Text,Review-sentiment,Review-basic-sentiment
"This is the cat's meow.  And the best song from stage play &#34;Cats&#34; was &#34;Memories&#34;.  If you keep forgetting things, get more memory.  Just  remember to format it in your device before use.  (I think I forgot to format my  brain before use.)",Strongly Positive,Positive
"Large capacity, fast and functional.  San disk continues to provide the quality the public has come to expect.  I have never owned or had any problems with their storage line.",Strongly Positive,Positive
Ultra quick. You can take several pictures in sequence and this memory keeps it pace. Even at movies it shows its speed.,Strongly Positive,Positive
I purchased a couple of these for use with a new digital camera that also shoots 1080p video. This is a great product for that purpose. Fast transfers and I have had no hiccups in writing to the card.,Strongly Positive,Positive
"I got this for my new GoPro Hero3 Black edition and it has worked without a hitch.  Even in the highest setting I get over 2 hours of recording time, and the price per Gb was extremely reasonable.",Strongly Positive,Positive
My phone makes very high definition photos which makes a big size file. I do not transfer the files to the computer because I have plenty of space. Also it works faster than ever.,Strongly Positive,Positive
when i got it it was broken so i had to send it back... they sent me a new one immediately. i am so happy  cause my phone's internal capacity is 2 gigs... that's not much... -_-,Strongly Positive,Positive
"Major issues, bought FROM san disk but only worked briefly, now when I try to reformat it reports itself as a 30 meg removeable drive in both windows and macos--not sure if its defective or a mislabeled one--but got direct from amazon so just very disapointed. Will stick with transcend from now on I think.",Strongly Negative,Negative
"Comes with a lifetime warranty.  Had one fail once, sent it back to SanDisk, they sent me a new one!I have been using SanDisk for years.  That was the only time one ever failed!!!",Strongly Positive,Positive
"I using this micro sd on my Sony Xperia Z, It's running fast and has a lot of space, now I can store all my data on this card",Strongly Positive,Positive
What is there to be said it's storing data on my phone. I just got a Sony Experia Z1 and it has such a quick response time I can't even notice. When transferring large zip packs it may take 30 seconds for about a 1GB,Strongly Positive,Positive
"I am rating this product with 4 Stars, simply because I have yet to learn if my Samsung Galaxy Note II (purchased on 11/03/12) is causing &#34;defective&#34; and &#34;reformat&#34; messages to ocassionally appear on screen or this SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-032G-U46A is culprit. However, I have yet to &#34;loose anything&#34; stored on this card. Otherwise, if the messages did not appear and/or I learn for sure it is a phone problem, I would rate this card with 5 Stars.",Neutral,Neutral
"I'm so happy that upgradable memory exists.  I get to listen to a plethora of podcasts, music, and instructional MP3s.  Thank you SanDisk!",Strongly Positive,Positive
"When your item arrives on time, in perfect condition and the price is good, what more can you say? This works great and no troubles.",Strongly Positive,Positive
"I have both a PAD and a phone. With one of these in each I can take the card out and read it directly on my computer. also if I wnat to load some pictures or movies, I just put them on the card and put it back in the PAD or phone. I don't need to subscribe to looney tunes or whatever they call it. I can just put on or take off what I want without a third party being involved. Very nice indeed.",Strongly Positive,Positive
"Bought two of these for me and my daughters Samsung Galaxy S3, and they store so much on them. I love my phone even more.",Strongly Positive,Positive
"There is not much to review other than how it works - so far it has been just as hoped.  The read/write time is very fast, and I have had no issues.  I am currently using in a camera and it give basically unlimited pics and video due to the size so is great when travelling.",Strongly Positive,Positive
16GB Kingston - class 4 - micro SD (Amazon '#1 Best Seller') = 4:30 @ about 5 MB/s16GB SanDisk Ultra - class 10 - micro SD = 2:15 @ about 10MB/sResults from my informal data transfer test. Copied a large 1.3GB video file to my two micro SD cards.This SanDisk Ultra takes about half the time to transfer data. Time is money and I'm happy with the results considering the current Amazon price is about $11 vs $14 for the SanDisk Ultra.,Strongly Positive,Positive
I bought this to add additional storage for my MP3 player.  I now have a ton of music and audio books on my MP3 player. It will take awhile to listen to all of it!,Strongly Positive,Positive
